DIST,PROJ,CIRCLE,SCODE,SNAME,START_DATE,END_DATE, Number of students enrolled(boys), Number of students enrolled(girl), Number of students present(boy), Number of students present(girl), Number of students with special needs(boy), Number of students with special needs(girl), Where is the center functioning, The anganwadi center is in a spacious room (35 sq according to ecce rule)  meaning there is an indoor enclosure, There is an outdoor space for 30 children  with space of 30sq, Anganwadi Centre walls are in good shape, Anganwadi Centre floor is in good shape, Anganwadi Centre roof is in good shape, There is a toilet for children to use, Children are using toilet, Centre has water available in the taps, There is pure drinking water facility, Food to be distributed on that day was covered properly, There is seperate facility for washing hands after meals, There is black board in the center, Learning materials are present in the centre, Anganwadi worker is trained, Activities are conducted using learning material by the anganwadi worker, Children learning value correction is done for 2013-14, Progress in children learning is documented, Bala Vikas Samithi is present, Bala Vikas Samithi meeting is conducted                                                                         
 bangalore, bangalore central, sir m vishweshwariah 1st circle,30635, VENKATESHWARANAGARA, 2014-08-18, 2015-12-30,25,19,10,5, NA, NA,1,0,0,1,1,1,1,0,0,2,1,0,0,1,0,1,1,0,1,1
 bangalore, bangalore central, triveni 5th circle,34156, BASAVESHWARANAGAR CLOSE THIS CENTER, 2014-08-18, 2015-12-30,12,14,10,10,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,36600, BHEEMASHKTHI NAGARA, 2014-08-18, 2015-12-30,5,7,5,7, NA, NA,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,36422, CHANDRA NAGARA, 2014-08-18, 2015-12-30,8,17,8,16, NA, NA,2,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,36589, GAJANNA SLUM, 2014-08-18, 2015-12-30,8,4,8,4, NA, NA,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,31171, GELEYARA BALAGA, 2014-08-18, 2015-12-30,12,8,10,8, NA, NA,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,36581, GOUTHAM NAGARA, 2014-08-18, 2015-12-30,9,14,8,12, NA, NA,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,36583, GOVARDAN -2, 2014-08-18, 2015-12-30,6,9,6,9, NA, NA,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,34037, GOVARDHAN, 2014-08-18, 2015-12-30,7,8,7,8, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,31165, J C NAGAR 2 15MAIN 6TH CROSS, 2014-08-18, 2015-12-30,9,6,9,6, NA, NA,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
 bangalore, bangalore central, triveni 5th circle,31161, J C NAGAR 3, 2014-08-18, 2015-12-30,3,7,3,7, NA, NA,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,36702, J.C NAGAR 1ST, 2014-08-18, 2015-12-30,7,10,6,6, NA, NA,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,36481, J.C. NAGARA 5TH, 2014-08-18, 2015-12-30,9,4,8,3, NA, NA,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1
 bangalore, bangalore central, triveni 5th circle,36578, J.S. NAGARA, 2014-08-18, 2015-12-30,10,12,10,12, NA, NA,2,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,31157, JC NAGAR 4, 2014-08-18, 2015-12-30,5,5,5,5, NA, NA,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
 bangalore, bangalore central, triveni 5th circle,31203, KAMALA NAGAR 2, 2014-08-18, 2015-12-30,9,8,9,8, NA, NA,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,31210, KAMALA NAGAR 3, 2014-08-18, 2015-12-30,9,15,9,13, NA, NA,2,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,36587, KAMALA NAGARA 4TH, 2014-08-18, 2015-12-30,24,14,12,8, NA, NA,2,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,34042, KAMALANAGARA 1, 2014-08-18, 2015-12-30,14,8,14,8, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,31199, KANTEERAVA NAGAR 2ND, 2014-08-18, 2015-12-30,12,8,12,8, NA, NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,31192, KANTEERAVA NAGAR 3RD, 2014-08-18, 2015-12-30,12,9,12,9, NA, NA,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
 bangalore, bangalore central, triveni 5th circle,31186, KANTEERAVA NAGAR 4TH, 2014-08-18, 2015-12-30,5,12,5,12, NA, NA,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,31177, KANTEERAVA NAGAR 5TH, 2014-08-18, 2015-12-30,13,9,13,9, NA, NA,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,31400, KANTEERAVA NAGARA 1, 2014-08-18, 2015-12-30,6,9,6,9, NA, NA,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,31145, KAVERI NAGAR, 2014-08-18, 2015-12-30,9,8,9,8, NA, NA,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,36584, KIRLOSKAR BOUNDRY, 2014-08-18, 2015-12-30,5,10,5,10, NA, NA,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,34158, KURUBARAHALLI 1, 2014-08-18, 2015-12-30,10,10,10,10, NA, NA,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,36453, KUVEMPU NAGARA, 2014-08-18, 2015-12-30,13,12,13,12, NA, NA,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,31166, PARIMALANAGAR, 2014-08-18, 2015-12-30,14,12,14,10, NA, NA,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,36579, RAMANNA LAYOUT, 2014-08-18, 2015-12-30,6,14,4,11, NA,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1
 bangalore, bangalore central, triveni 5th circle,37208, VRUSHABAVATHINAGAR, 2014-08-18, 2015-12-30,22,24,20,18,2, NA,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,30900, ABBIGERE, 2014-08-18, 2015-12-30,20,15,20,15, NA, NA,2,0,0,1,1,1,0,0,0,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,30891, ABBIGERE COLONY 1, 2014-08-18, 2015-12-30,22,29,18,22, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,37878, ABBIGERE LAKSHMI TEMPLE, 2014-08-18, 2015-12-30,17,13,17,13, NA, NA,1,0,0,1,1,1,1,1,1,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,30880, CHIKKABETTAHALLI, 2014-08-18, 2015-12-30,9,15,7,15, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,37886, DODDA BETTAHALLI MINI, 2014-08-18, 2015-12-30,9,12,9,12, NA, NA,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,33940, DODDA BOMMASANDRA, 2014-08-18, 2015-12-30,22,13,19,10, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,30831, DODDABETTAHALLI, 2014-08-18, 2015-12-30,14,11,14,11, NA, NA,2,0,0,1,1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,30819, DODDABETTAHALLI LAYOUT, 2014-08-18, 2015-12-30,11,10,9,10, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,33893, HOSABALUNAGAR, 2014-08-18, 2015-12-30,7,10,7,10, NA, NA,2,0,0,1,1,1,0,0,1,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,36358, KALANAGAR KG HALLI 2, 2014-08-18, 2015-12-30,10,6,10,6, NA, NA,3,0,0,1,1,1,0,0,0,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,33855, KAMMAGONDANAHALLI, 2014-08-18, 2015-12-30,19,16,16,13, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,30825, KEMPANAHALLI, 2014-08-18, 2015-12-30,10,16,9,13, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,31253, KUVEMPU NAGAR 1, 2014-08-18, 2015-12-30,11,15,11,12, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,30883, KUVEMPUNAGAR II, 2014-08-18, 2015-12-30,10,16,7,12, NA, NA,2,0,1,1,1,1,0,0,0,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,34077, M S PALYA 1, 2014-08-18, 2015-12-30,13,13,13,13, NA, NA,1,0,0,1,1,1,1,1,1,2,1,1,1,0,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,37850, M S PALYA 3, 2014-08-18, 2015-12-30,11,14,11,14, NA, NA,1,0,0,0,1,1,0,0,0,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,31260, M.S. PALYA- 2, 2014-08-18, 2015-12-30,11,19,9,15,0,1,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,31280, MEDIAGRAHARA, 2014-08-18, 2015-12-30,11,8,11,8, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,37872, NANJAPPA LAYOUT, 2014-08-18, 2015-12-30,20,11,18,9, NA, NA,1,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,37854, NARASIPURA 2, 2014-08-18, 2015-12-30,12,10,12,10, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,31266, NARSIPURA, 2014-08-18, 2015-12-30,15,16,13,12, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,37852, RAGHAVENDRA COLONY, 2014-08-18, 2015-12-30,21,13,19,10, NA, NA,1,0,0,1,1,1,1,1,0,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,31272, RAMACHANDRAPURA, 2014-08-18, 2015-12-30,12,21,10,17, NA, NA,2,0,0,1,1,1,0,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,37857, RAMACHANDRAPURA 2, 2014-08-18, 2015-12-30,16,18,16,18, NA, NA,0,0,0,1,1,1,0,0,1,2,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,37859, SHAMRAJPURA, 2014-08-18, 2015-12-30,10,5,10,5,1,0,1,0,0,1,1,1,1,1,0,2,1,1,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,30884, SINGAPURA, 2014-08-18, 2015-12-30,18,16,18,16, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,33859, THINDLU 1, 2014-08-18, 2015-12-30,20,13,18,10, NA, NA,2,0,0,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,33865, THINDLU II, 2014-08-18, 2015-12-30,16,14,14,12, NA, NA,2,0,0,1,1,1,0,0,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,36359, VADERAHALLI 1, 2014-08-18, 2015-12-30,9,19,9,19, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,37831, VADERHALLI LAYOUT, 2014-08-18, 2015-12-30,10,8,10,8, NA, NA,1,0,0,1,1,1,1,1,0,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,31226, VARADARAJANAGARA, 2014-08-18, 2015-12-30,12,15,10,11, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,30818, VEERASAGAR, 2014-08-18, 2015-12-30,10,9,10,7, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), abbigere,31270, VINAYAKANAGARA, 2014-08-18, 2015-12-30,15,10,15,10, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,33925, AGRAHAR BEDAVANI 2, 2014-08-18, 2015-12-30,45,40,12,13, NA, NA,2,0,1,1,1,1,0,0,0,2,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,33850, AGRAHARA, 2014-08-18, 2015-12-30,19,10,11,4, NA, NA,2,0,0,1,1,1,1,1,1,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,31311, AGRAHARA LAYOUT 1, 2014-08-18, 2015-12-30,11,16,11,15, NA, NA,2,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,38835, AGRAHARA LAYOUT 3, 2014-08-18, 2015-12-30,16,23,14,16, NA, NA,1,1,1,1,1,1,1,1,0,2,1,1, NA,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,30595, BELLAHALLI, 2014-08-18, 2015-12-30,9,25,6,12, NA, NA,2,0,1,1,1,1,0,0,0,2,1,0,1,1,0,1,1,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,38836, CHOKKANA HALLI 2, 2014-08-18, 2015-12-30,12,4,9,2, NA, NA,2,0,0,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,30847, JAKKUR, 2014-08-18, 2015-12-30,13,11,13,11, NA, NA,2,0,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,31505, JAKKUR LAYOUT 1, 2014-08-18, 2015-12-30,22,20,8,11, NA, NA,2,0,0,1,1,1,0,0,0,2,1,0,1,1,0,1,1,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,30590, JAKKUR LAYOUT 2, 2014-08-18, 2015-12-30,16,19,12,11, NA, NA,2,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,31306, KOGILU, 2014-08-18, 2015-12-30,17,11,12,6, NA, NA,1,0,1,1,1,1,1,1,1,2,1,1,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,30853, KOGILU LAYOUT 1, 2014-08-18, 2015-12-30,18,17,14,11, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,38833, KOGILU LAYOUT 2, 2014-08-18, 2015-12-30,32,28,8,10,0,1,1,0,1,1,1,1,1,1,0,2,1,1,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,38832, KOGILU LAYOUT 3, 2014-08-18, 2015-12-30,23,16,11,7, NA, NA,1,0,1,1,1,1,1,1,0,2,1,1,0,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,38834, MARUTHI NAGAR 2, 2014-08-18, 2015-12-30,21,13,11,4, NA, NA,1,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,31494, SAMPIGEHALLI, 2014-08-18, 2015-12-30,17,8,12,5, NA, NA,2,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,33828, SRINIVASPURA, 2014-08-18, 2015-12-30,14,30,6,23, NA, NA,2,1,1,1,1,0,1,1,0,2,1,1,0,1,1,1,1,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,30867, SRIRAMPURA, 2014-08-18, 2015-12-30,15,19,7,13, NA, NA,2,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1
 bangalore, bangalore north (yelahanka), agrahara layout,36369, THIRUMENAHALLI, 2014-08-18, 2015-12-30,10,27,6,14, NA, NA,1,0,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), atturu,37749, KARIYANNA BHADAVANE, 2014-08-18, 2015-12-30,12,12,4,2, NA, NA,1,1,0,1,0,0,0,0,0,2,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), atturu,37752, KEMPAPURA 2, 2014-08-18, 2015-12-30,5,7,4,2, NA, NA,1,0,0,1,1,1,1,1,0,2,1,0,0,0,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), atturu,37751, YOGESH NAGAR, 2014-08-18, 2015-12-30,11,13,3,6, NA, NA,1,0,0,1,1,1,1,1,1,2,1,0,0,0,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31532, AREBANNIMANGALA, 2014-08-18, 2015-12-30,16,7,8,3, NA, NA,2,0,0,1,0,1,0,0,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31496, B K HALLI, 2014-08-18, 2015-12-30,16,20,12,14, NA, NA,2,0,0,1,0,1,0,0,0,2,1,0,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31504, B.K.H.PALYA, 2014-08-18, 2015-12-30,16,7,13,6, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,0,1,1
 bangalore, bangalore north (yelahanka), baglur,30855, B.S. PALYA, 2014-08-18, 2015-12-30,9,13,4,6, NA, NA,2,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,37898, BAGALUR COLONY 2, 2014-08-18, 2015-12-30,12,8,5,4, NA, NA,1,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,1,0,1,1
 bangalore, bangalore north (yelahanka), baglur,30866, BAGLUR 1, 2014-08-18, 2015-12-30,12,10,6,7, NA, NA,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,30870, BAGLUR 2, 2014-08-18, 2015-12-30,11,16,8,10, NA, NA,3,0,0,1,1,0,0,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,30858, BAGLUR COLONY, 2014-08-18, 2015-12-30,9,9,7,8, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31498, BAYALA HALLI, 2014-08-18, 2015-12-30,7,8,4,4, NA, NA,0,0,0,1,1,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,33871, CHAGALETTI, 2014-08-18, 2015-12-30,16,26,10,12, NA, NA,3,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,29712, CHOKKANA HALLI, 2014-08-18, 2015-12-30,6,18,3,8, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,33890, DASANAYAKANAHALLI, 2014-08-18, 2015-12-30,7,11,4,5, NA, NA,2,0,0,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31493, GOPAL PURA 1, 2014-08-18, 2015-12-30,18,18,12,15, NA, NA,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31271, HOOVINAYAKAN HALLI, 2014-08-18, 2015-12-30,3,10,1,5, NA, NA,0,0,1,1,1,0,1,1,1,2,1,1,1,1,0,1,1,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31281, HOSAHALLI M, 2014-08-18, 2015-12-30,14,24,9,15, NA, NA,3,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31276, HUNSURU, 2014-08-18, 2015-12-30,14,16,8,12, NA, NA,2,0,0,0,0,0,1,1,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31503, KADUYARAPPANAHALLI, 2014-08-18, 2015-12-30,12,10,8,5, NA, NA,0,0,0,1,1,1,0,0,0,2,1,1,1,0,0,0,1,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31283, MANCHAPANA HALLI, 2014-08-18, 2015-12-30,4,16,1,11, NA, NA,2,0,0,1,1,0,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31251, MARALUKUNTE, 2014-08-18, 2015-12-30,16,13,12,8, NA, NA,2,0,0,1,1,1,1,0,1,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,33889, MARANAHALLI, 2014-08-18, 2015-12-30,22,13,15,8, NA, NA,2,0,0,1,1,1,1,0,0,2,1,0,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,33870, MARANAHALLI BANDE, 2014-08-18, 2015-12-30,9,10,5,4, NA, NA,2,0,0,1,1,1,0,0,1,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,29710, MARASANDRA, 2014-08-18, 2015-12-30,17,14,10,8, NA, NA,2,0,0,1,1,1,0,0,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31492, MYLANA HALLI, 2014-08-18, 2015-12-30,11,11,8,6, NA, NA,2,0,0,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,37900, MYLANAHALLI 2, 2014-08-18, 2015-12-30,12,8,8,4, NA, NA,3,0,0,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,36373, RAZAQ PALYA 3, 2014-08-18, 2015-12-30,20,14,13,9, NA, NA,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,30886, RAZZAQ PALYA 2, 2014-08-18, 2015-12-30,13,16,10,12,1,1,2,0,0,1,1,1,0,0,1,2,1,0,1,0,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,30881, RAZZAQ PALYA1, 2014-08-18, 2015-12-30,10,16,8,11, NA, NA,1,0,0,0,1,0,1,1,0,2,1,1,1,1,0,0,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31538, SINGAHALLI, 2014-08-18, 2015-12-30,14,20,8,10, NA, NA,2,0,0,1,1,1,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), baglur,31275, YADIYURU, 2014-08-18, 2015-12-30,10,16,9,13,1,0,2,0,1,1,1,0,1,1,0,2,1,0,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), bettahalasuru,30834, BETTAHALASURU 1, 2014-08-18, 2015-12-30,11,10,11,10,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), bettahalasuru,30856, BETTAHALASURU 2, 2014-08-18, 2015-12-30,8,17,8,17,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), bettahalasuru,38830, BHARATHI NAGAR 2, 2014-08-18, 2015-12-30,10,10,10,10,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), bettahalasuru,33832, BHARTHI NAGAR, 2014-08-18, 2015-12-30,10,16,10,16,1,0,2,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), bettahalasuru,30868, BILLAMARNAHALLI, 2014-08-18, 2015-12-30,8,10,8,10,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), bettahalasuru,33805, GADENAHALLI, 2014-08-18, 2015-12-30,7,13,7,13,0,0,2,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), bettahalasuru,30854, HOSAHALLI, 2014-08-18, 2015-12-30,20,9,20,9,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), bettahalasuru,38831, HOSAHALLI 2, 2014-08-18, 2015-12-30,8,12,8,12,0,0,2,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), bettahalasuru,36370, HUNASAMARANAHALLI 3, 2014-08-18, 2015-12-30,15,17,15,17,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), bettahalasuru,33809, HUNASEMARANA HALLI 2, 2014-08-18, 2015-12-30,7,14,7,14,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
 bangalore, bangalore north (yelahanka), bettahalasuru,30862, KADIGANAHALLI, 2014-08-18, 2015-12-30,14,14,14,14,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
